,_coordinates,_sent,a_head_form,a_head_number,a_head_pos,a_hypernyms,a_non_article_det,a_parent,a_pos_after_head,a_pos_before_head,a_referent,a_words_after_head,a_words_after_np,a_words_before_head,a_words_before_np,Y_PREDICTED,Y_TRUE
4674,data/parsed/22/wsj_2232.mrg|21|14,"More stocks opened over [ the ensuing half hour , ] as the 49 Big Board specialist firms in charge of keeping the market orderly groped to find buy orders from major brokerage firms to match the selling flood .",hour,sg,NN,[u'time_unit.n.01'],,VP,"[',']","['VBG', 'JJ']",False,"[',']",['as'],"[u'ensue', 'half']","[u'open', 'over']",A,THE
4887,data/parsed/22/wsj_2232.mrg|60|153,"James Gallagher , a partner at specialist Fowler & Rosenau , said , `` The difference between today and two years ago '' -- `` Terrible Tuesday , '' Oct. 20 , 1987 -- `` is that then we needed a savior to go into the Major Market Index , spend $ 2 million and get [ the program rally ] started .",rally,sg,NN,[u'gathering.n.01'],,NP,[],['NN'],True,[],"[u'start', '.']",['program'],"['and', 'get']",A,THE
4955,data/parsed/22/wsj_2232.mrg|72|10,"And yesterday , [ the top performing industry group ] was oil field equipment issues .",group,sg,NN,[u'abstraction.n.06'],,S,[],"['JJ', 'VBG', 'NN']",False,[],"[u'be', 'oil']","['top', u'perform', 'industry']","['yesterday', ',']",A,THE
5128,data/parsed/22/wsj_2233.mrg|1|44,West Germany 's Green Party joined its ideological soulmates Jeremy Rifkin and the Christic Institute in [ the legal battle ] to ground the Atlantis shuttle and its plutonium-powered Galileo probe to Jupiter .,battle,sg,NN,[u'military_action.n.01'],,NP,[],['JJ'],False,[],"['to', u'grind']",['legal'],"['Institute', 'in']",A,THE
5168,data/parsed/22/wsj_2234.mrg|3|4,"[ The exemption ] allowed on longer flights to Alaska and Hawaii appears to be largely a face-saving concession for the traditionally powerful tobacco industry , which has found itself increasingly isolated in the face of public pressure in recent years .",exemption,sg,NN,[u'unsusceptibility.n.01'],,NP,[],[],False,[],"[u'allow', 'on']",[],[],A,THE
5233,data/parsed/22/wsj_2234.mrg|11|87,"Majority Whip William Gray owes a political debt to Southern agriculture lawmakers for his rise in the House , and the Philadelphia Democrat used his position in the conference to salvage [ the exemption ] from a total ban .",exemption,sg,NN,[u'unsusceptibility.n.01'],,NP,[],[],False,[],['from'],[],"['to', 'salvage']",A,THE
5346,data/parsed/22/wsj_2234.mrg|26|17,"Among rail and highway accounts , [ the agreement ] provides $ 615 million for Amtrak , including $ 85 million for capital improvements .",agreement,sg,NN,[u'statement.n.01'],,S,[],[],False,[],"[u'provide', '$']",[],"[u'account', ',']",A,THE
5472,data/parsed/22/wsj_2237.mrg|5|54,"It is the vast shadow government of 15,000 congressional staffers that helps create such legislative atrocities as [ the 1,376 page , 13-pound reconciliation bill ] that claimed to be the budget of the United States .",bill,sg,NN,[u'legal_document.n.01'],,NP,[],"['CD', 'NN', ',', 'JJ', 'NN']",False,[],"['that', u'claim']","['1,376', 'page', ',', '13-pound', 'reconciliation']","[u'atrocity', 'as']",A,THE
5526,data/parsed/22/wsj_2239.mrg|1|5,[ The sudden `` flight ] to quality '' that triggered Friday 's explosive bond-market rally was reversed yesterday in a `` flight from quality '' rout .,flight,sg,NN,[u'formation.n.01'],,NP,[],"['JJ', '``']",False,[],"['to', 'quality']","['sudden', '``']",[],A,THE
5555,data/parsed/22/wsj_2239.mrg|6|36,Some fixed-income investors had expected a further drop in stock prices after [ the nearly 200-point drop ] in the Dow Jones Industrial Average on Friday .,drop,sg,NN,[u'sphere.n.05'],,NP,[],"['RB', 'JJ']",False,[],['in'],"['nearly', '200-point']","[u'price', 'after']",A,THE
5622,data/parsed/22/wsj_2239.mrg|20|4,"[ The bond-equivalent yield ] on three-month Treasury bills , for example , was quoted late yesterday at 7.72 % , compared with 7.16 % Friday .",yield,sg,NN,[u'production.n.07'],,NP,[],['JJ'],False,[],"['on', 'three-month']",['bond-equivalent'],[],A,THE
5758,data/parsed/22/wsj_2239.mrg|44|31,"Resolution Funding is a division of Resolution Trust Corp. , [ the new federal agency ] created to bail out the nation 's troubled thrifts .",agency,sg,NN,[u'administrative_unit.n.01'],,NP,[],"['JJ', 'JJ']",True,[],"[u'create', 'to']","['new', 'federal']","['Corp.', ',']",A,THE
5906,data/parsed/22/wsj_2239.mrg|77|52,"Late yesterday Ginnie Mae 9 % securities were yielding 9.39 % to a 12-year average life assumption , as [ the spread ] above the Treasury 10-year note narrowed 0.01 percentage point to 1.42 .",spread,sg,NN,[u'change_of_location.n.01'],,NP,[],[],False,[],['above'],[],"[',', 'as']",A,THE
5939,data/parsed/22/wsj_2239.mrg|83|43,The session losses left municipal dollar bonds close to where they were before [ the 190.58-point drop ] in the Dow Jones Industrial Average Friday prompted a capital markets rally .,drop,sg,NN,[u'sphere.n.05'],,NP,[],['JJ'],False,[],['in'],['190.58-point'],"[u'be', 'before']",A,THE
6048,data/parsed/22/wsj_2241.mrg|3|3,[ The spokesman ] said Laidlaw would n't increase its stake in ADT beyond 30 % `` without a great deal of thought '' because of British takeover regulations that require a company acquiring more than 30 % to extend an offer to the rest of the company 's shareholders .,spokesman,sg,NN,[u'spokesperson.n.01'],,S,[],[],True,[],"[u'say', 'Laidlaw']",[],[],A,THE
6180,data/parsed/22/wsj_2244.mrg|4|108,"The manufacturer of ultrasound diagnostic systems , based in Ambler , Pa. , reported a nine-month net loss of $ 2.43 million compared with net income of $ 2.71 million , or 44 cents a share , for [ the nine-month period ] a year earlier .",period,sg,NN,[u'fundamental_quantity.n.01'],,NP,[],['JJ'],False,[],['year'],['nine-month'],"[',', 'for']",A,THE
6250,data/parsed/22/wsj_2246.mrg|2|85,"U.S. Banknote said it is in negotiations to sell `` certain facilities , '' which it did n't name , to a third party , and it needs [ the extension ] to try to reach a definitive agreement on the sale .",extension,sg,NN,[u'delay.n.01'],,VP,[],[],False,[],"['to', 'try']",[],"['it', u'need']",A,THE
6298,data/parsed/22/wsj_2247.mrg|1|65,"Gitano Group Inc. said it agreed to buy 50 % of Regatta Sport Ltd. , a closely held apparel maker , with [ the assumption ] of $ 3 million of contingent debt .",assumption,sg,NN,[u'postulate.n.01'],,NP,[],[],False,[],"['of', '$']",[],"[',', 'with']",A,THE
6304,data/parsed/22/wsj_2247.mrg|2|34,"Under the terms of the contract , New York-based Gitano has [ the option ] to acquire the remaining 50 % of Regatta , a maker of men 's and women 's clothes sold primarily in department stores , under certain conditions .",option,sg,NN,[u'derivative_instrument.n.01'],,NP,[],[],False,[],"['to', 'acquire']",[],"['Gitano', u'have']",A,THE
6399,data/parsed/22/wsj_2249.mrg|3|7,"Including [ the stake ] DIG already held , DIG holds a total of about 25 % of Di Giorgio 's shares on a fully diluted basis .",stake,sg,NN,[u'share.n.01'],,NP,[],[],False,[],"['DIG', 'already']",[],['Including'],A,THE
6461,data/parsed/22/wsj_2250.mrg|9|26,"On Seventh Avenue , designers have been advancing [ the monochrome look ] with clothing collections done entirely in black and white .",look,sg,NN,[u'countenance.n.01'],,NP,[],['JJ'],False,[],"['with', 'clothing']",['monochrome'],"[u'be', u'advance']",A,THE
6467,data/parsed/22/wsj_2250.mrg|10|51,"And classic black-and-white movies are enjoying a comeback on videocassette tapes , spurred , in part , by [ the backlash ] against colorization of old films .",backlash,sg,NN,[u'movement.n.03'],,NP,[],[],False,[],"['against', 'colorization']",[],"[',', 'by']",A,THE
6603,data/parsed/22/wsj_2250.mrg|34|45,"Even food products and automobiles , which have long depended on color , are making [ the switch . ]",switch,sg,NN,[u'control.n.09'],,VP,['.'],[],False,['.'],[],[],"[u'be', u'make']",A,THE
6746,data/parsed/22/wsj_2250.mrg|64|11,`` That 's [ the appeal . ],appeal,sg,NN,[u'request.n.02'],,VP,['.'],[],False,['.'],[],[],"['That', ""'s""]",A,THE
6809,data/parsed/22/wsj_2252.mrg|4|20,Those two offers were private and [ the spokesman ] refused to identify the bidding companies .,spokesman,sg,NN,[u'spokesperson.n.01'],,S,[],[],True,[],"[u'refuse', 'to']",[],"['private', 'and']",A,THE
6811,data/parsed/22/wsj_2252.mrg|5|3,[ The spokesman ] further said that at least two more offers are expected from other companies within two weeks .,spokesman,sg,NN,[u'spokesperson.n.01'],,S,[],[],True,[],"[u'far', u'say']",[],[],A,THE
6873,data/parsed/22/wsj_2253.mrg|7|7,"But [ the far stronger showing ] of the Columbia index `` makes a recession any time soon highly unlikely , '' says S Geoffrey H. Moore , the director of the Columbia facility .",showing,sg,NN,[u'display.n.05'],,NP,[],"['RB', 'JJR']",False,[],['of'],"['far', u'strong']",['But'],A,THE
6885,data/parsed/22/wsj_2253.mrg|8|58,"A leading authority on the business cycle , Mr. Moore also is a member of the Business Cycle Dating Group , [ the panel ] of private economists that decides for the government when expansions and recessions begin and end .",panel,sg,NN,[u'sheet.n.06'],,NP,[],[],False,[],"['of', 'private']",[],"['Group', ',']",A,THE
6900,data/parsed/22/wsj_2253.mrg|11|34,"Based largely on the recent strength in their index , called [ the long leading indicator , ] the Columbia analysts foresee uninterrupted economic growth through the rest of this year and next year as well .",indicator,sg,NN,[u'fact.n.02'],,VP,"[',']","['JJ', 'JJ']",False,"[',']",['Columbia'],"['long', 'leading']","[',', u'call']",A,THE
6944,data/parsed/22/wsj_2253.mrg|17|4,[ The indicator ] reached a peak in January 1929 and then fell steadily up to and through the crash .,indicator,sg,NN,[u'fact.n.02'],,NP,[],[],True,[],[u'reach'],[],[],A,THE
6955,data/parsed/22/wsj_2253.mrg|19|25,"A major source of the recent strength in [ the long leading indicator ] has been the performance of the Dow Jones corporate bond-price index , which is not a part of the Commerce index .",indicator,sg,NN,[u'fact.n.02'],,PP,[],"['JJ', 'JJ']",True,[],"[u'have', u'be']","['long', 'leading']","['strength', 'in']",A,THE
6956,data/parsed/22/wsj_2253.mrg|19|41,"A major source of the recent strength in the long leading indicator has been [ the performance ] of the Dow Jones corporate bond-price index , which is not a part of the Commerce index .",performance,sg,NN,[u'show.n.03'],,NP,[],[],False,[],['of'],[],"[u'have', u'be']",A,THE
6968,data/parsed/22/wsj_2253.mrg|22|12,"Other components of [ the long leading indicator ] include a ratio of prices to unit labor costs in manufacturing industries , the M2 version of the money supply , adjusted for inflation , and the volume of new home-building permits .",indicator,sg,NN,[u'fact.n.02'],,PP,[],"['JJ', 'JJ']",True,[],['include'],"['long', 'leading']","[u'component', 'of']",A,THE
7151,data/parsed/22/wsj_2256.mrg|2|35,"The Dow Jones industrials closed up 88.12 points , at 2657.38 , [ the fourth-biggest gain ] ever , after being down as much as 63.52 points in the morning .",gain,sg,NN,[u'indefinite_quantity.n.01'],,NP,[],['JJ'],False,[],"['ever', ',']",['fourth-biggest'],"['<number>', ',']",A,THE
7177,data/parsed/22/wsj_2256.mrg|9|40,"Donald Trump withdrew his $ 7.54 billion offer for American Air , citing [ the `` recent change ] in market conditions . ''",change,sg,NN,[u'happening.n.01'],,NP,[],"['``', 'JJ']",False,[],"['in', 'market']","['``', 'recent']","[',', u'cite']",A,THE
7521,data/parsed/22/wsj_2258.mrg|3|31,"Intel , based in Santa Clara , Calif. , is [ the market leader ] for traditional microprocessors with its 8086 family that forms the heart of IBM-compatible personal computers .",leader,sg,NN,[u'person.n.01'],,VP,[],['NN'],False,[],"['for', 'traditional']",['market'],"[',', u'be']",A,THE
7665,data/parsed/22/wsj_2262.mrg|2|22,"A unit of troubled Southmark Corp. , [ the operator ] of nursing homes and retirement centers said it sustained a net loss of $ 1.6 million , or nine cents a share , compared with net income of $ 1.3 million , or eight cents a share , a year earlier .",operator,sg,NN,[u'function.n.01'],,NP,[],[],False,[],"['of', 'nursing']",[],"['Corp.', ',']",A,THE
7695,data/parsed/22/wsj_2262.mrg|5|43,The company also said expenses incurred by the previous board and management in [ the recent contest ] for control were recognized primarily in the first quarter ended Sept. 30 .,contest,sg,NN,[u'social_event.n.01'],,NP,[],['JJ'],False,[],"['for', 'control']",['recent'],"['management', 'in']",A,THE
7748,data/parsed/22/wsj_2264.mrg|2|10,This is [ the place ] that world opinion has been celebrating over in the expectation that it 's going to hold an election .,place,sg,NN,[u'point.n.02'],,NP,[],[],False,[],"['that', 'world']",[],"['This', u'be']",A,THE
7758,data/parsed/22/wsj_2264.mrg|4|40,"The U.S. journalist 's `` crime '' was writing that the head of [ the commission ] charged with overseeing the election 's fairness , Bryan O'Linn , was openly sympathetic to SWAPO .",commission,sg,NN,[u'administrative_unit.n.01'],,NP,[],[],False,[],"[u'charge', 'with']",[],"['head', 'of']",A,THE
7771,data/parsed/22/wsj_2264.mrg|6|49,"Mr. Stanley is on trial over charges that he violated a proclamation , issued by [ the South African administrator general ] earlier this year , which made it a crime punishable by two years in prison for any person to `` insult , disparate or belittle '' the election commission .",general,sg,NN,[u'general_officer.n.01'],,PP,[],"['JJ', 'JJ', 'NN']",False,[],"['earlier', 'this']","['South', 'African', 'administrator']","[u'issue', 'by']",A,THE
7778,data/parsed/22/wsj_2264.mrg|6|137,"Mr. Stanley is on trial over charges that he violated a proclamation , issued by the South African administrator general earlier this year , which made it a crime punishable by two years in prison for any person to `` insult , disparate or belittle '' [ the election commission . ]",commission,sg,NN,[u'administrative_unit.n.01'],,VP,['.'],['NN'],True,['.'],[],['election'],"['belittle', ""''""]",A,THE
7804,data/parsed/22/wsj_2264.mrg|9|44,"SWAPO has enjoyed favorable Western media treatment ever since the U.N. General Assembly declared it [ the `` sole , authentic representative '' ] of Namibia 's people in",representative,sg,NN,[u'negotiator.n.01'],,NP,"[""''""]","['``', 'JJ', ',', 'JJ']",False,"[""''""]","['of', 'Namibia']","['``', 'sole', ',', 'authentic']","[u'declare', 'it']",A,THE
7825,data/parsed/22/wsj_2264.mrg|12|68,"In July , Mr. Stanley , editor of American Press International , a Washington D.C.-based conservative wire service , visited Namibia to report on [ the U.N.-monitored election campaign . ]",campaign,sg,NN,[u'race.n.01'],,PP,['.'],"['JJ', 'NN']",False,['.'],[],"['U.N.-monitored', 'election']","['report', 'on']",A,THE
7868,data/parsed/22/wsj_2264.mrg|20|13,It now has [ the chance ] to redress that record in Namibia .,chance,sg,NN,[u'possibility.n.02'],,NP,[],[],False,[],"['to', 'redress']",[],"['now', u'have']",A,THE
7872,data/parsed/22/wsj_2264.mrg|21|9,State and [ the human-rights community ] should insist that Mr. Stanley and his fellow defendants be released and that the United Nation 's monitors make certain that Mr. O'Linn's commission investigates election complaints from all sides .,community,sg,NN,[u'gathering.n.01'],,NP,[],['JJ'],False,[],"['should', 'insist']",['human-rights'],"['State', 'and']",A,THE
7895,data/parsed/22/wsj_2265.mrg|4|10,"Gold , [ the traditional haven ] in times of financial crisis , continued its inverse lockstep with the dollar , rising early in the day as the currency fell , and then giving up some of its gains as the dollar recovered .",haven,sg,NN,[u'shelter.n.01'],,NP,[],['JJ'],False,[],"['in', u'time']",['traditional'],"['Gold', ',']",A,THE
7962,data/parsed/22/wsj_2265.mrg|17|10,Gold was [ nowhere the spectacular performer ] it was two years ago on Black Monday .,performer,sg,NN,[u'entertainer.n.01'],,NP,[],"['RB', 'JJ']",False,[],"['it', u'be']","['nowhere', 'spectacular']","['Gold', u'be']",A,THE
8048,data/parsed/22/wsj_2265.mrg|30|82,"Worried that Friday 's 190-point stock market plunge might be a harbinger of things to come for the economy , petroleum futures traders called a halt to [ the recent string ] of increases in crude oil futures prices .",string,sg,NN,[u'cord.n.01'],,NP,[],['JJ'],False,[],"['of', u'increase']",['recent'],"['halt', 'to']",A,THE
8128,data/parsed/22/wsj_2265.mrg|44|37,"Last week it was reported that company and union negotiations had overcome [ the major hurdle , ] the contracting out of work by the company .",hurdle,sg,NN,[u'barrier.n.01'],,NP,"[',']",['JJ'],False,"[',']",['contracting'],['major'],"[u'have', 'overcome']",A,THE
8152,data/parsed/22/wsj_2265.mrg|50|40,"However , this was brushed aside by concern over the stock market , [ the analyst ] said S .",analyst,sg,NN,[u'expert.n.01'],,S,[],[],True,[],"[u'say', 'S']",[],"['market', ',']",A,THE
8243,data/parsed/22/wsj_2265.mrg|67|39,"India recently bought 200,000 tons and was expected to buy more , [ the analyst ] said S .",analyst,sg,NN,[u'expert.n.01'],,S,[],[],True,[],"[u'say', 'S']",[],"['more', ',']",A,THE
8326,data/parsed/22/wsj_2266.mrg|3|3,[ The Knight-Ridder spokesman ] said the third-quarter earnings that the company plans to report Oct. 24 are expected to be up .,spokesman,sg,NN,[u'spokesperson.n.01'],,S,[],['NNP'],True,[],[u'say'],['Knight-Ridder'],[],A,THE
8330,data/parsed/22/wsj_2266.mrg|4|3,"[ The spokesman ] said he was `` comfortable '' with revised analysts ' projections that the company would report earnings of between 62 cents and 64 cents a share , compared with the 53 cents a share it reported for the 1988 third quarter .",spokesman,sg,NN,[u'spokesperson.n.01'],,S,[],[],True,[],"[u'say', 'he']",[],[],A,THE
8530,data/parsed/22/wsj_2270.mrg|5|28,"Maxus , an independent oil and gas concern , is [ the operator ] and owns a 56 % interest in the new field , called Northeast Intan .",operator,sg,NN,[u'function.n.01'],,VP,[],[],False,[],"['and', u'own']",[],"[',', u'be']",A,THE
8550,data/parsed/22/wsj_2270.mrg|7|27,"The production-sharing contract area is held with Pertamina , [ the Indonesian state oil company . ]",company,sg,NN,[u'institution.n.01'],,NP,['.'],"['JJ', 'NN', 'NN']",False,['.'],[],"['Indonesian', 'state', 'oil']","['Pertamina', ',']",A,THE
8669,data/parsed/22/wsj_2272.mrg|10|24,ISI said it can withdraw from [ the merger agreement ] with Memotec if a better bid surfaces .,agreement,sg,NN,[u'statement.n.01'],,NP,[],['NN'],True,[],"['with', 'Memotec']",['merger'],"['withdraw', 'from']",A,THE
8714,data/parsed/22/wsj_2273.mrg|7|21,Morgan Stanley & Co. will act as [ the exclusive broker ] for the repurchase .,broker,sg,NN,[u'businessperson.n.01'],,PP,[],['JJ'],False,[],['for'],['exclusive'],"['act', 'as']",A,THE
8772,data/parsed/22/wsj_2275.mrg|2|49,"CWA 's New Jersey Commercial local , which represents about 2,500 service representatives and marketing employees , rejected [ the tentative agreement . ]",agreement,sg,NN,[u'statement.n.01'],,VP,['.'],['JJ'],True,['.'],[],['tentative'],"[',', u'reject']",A,THE
8790,data/parsed/22/wsj_2275.mrg|6|51,"Meanwhile , CWA and International Brotherhood of Electrical Workers members remain on strike against Nynex Corp. , [ the New York-based regional phone company . ]",company,sg,NN,[u'institution.n.01'],,NP,['.'],"['NNP', 'JJ', 'JJ', 'NN']",True,['.'],[],"['New', 'York-based', 'regional', 'phone']","['Corp.', ',']",A,THE
8824,data/parsed/22/wsj_2276.mrg|5|7,"As [ the rally ] gained strength at 3:15 p.m. , he smiled broadly , brandished his unlit cigar and slapped Stanley Shopkorn , his top stock trader , on the back .",rally,sg,NN,[u'gathering.n.01'],,S,[],[],False,[],"[u'gain', 'strength']",[],['As'],A,THE
8953,data/parsed/22/wsj_2276.mrg|28|46,"Foreign stock markets , which kicked off Black Monday with a huge selling spree , began [ the day ] off by relatively modest amounts .",day,sg,NN,[u'time_unit.n.01'],,VP,[],[],True,[],"['off', 'by']",[],"[',', u'begin']",A,THE
8962,data/parsed/22/wsj_2276.mrg|30|6,And [ the widely disseminated opinion ] among most market experts that a crash was n't in store also helped calm investors .,opinion,sg,NN,[u'belief.n.01'],,NP,[],"['RB', 'JJ']",False,[],"['among', 'most']","['widely', 'disseminated']",['And'],A,THE
9024,data/parsed/22/wsj_2276.mrg|41|4,[ The relative calm ] in Tokyo proved little comfort to markets opening up in Europe .,calm,sg,NN,[u'disposition.n.01'],,NP,[],['JJ'],False,[],"['in', 'Tokyo']",['relative'],[],A,THE
9113,data/parsed/22/wsj_2276.mrg|59|44,Stock traders were buoyed -- because an upturn in the MMI had also started [ the recovery ] in stocks on the Tuesday following Black Monday .,recovery,sg,NN,[u'improvement.n.01'],,NP,[],[],False,[],"['in', u'stock']",[],"['also', u'start']",A,THE
9199,data/parsed/22/wsj_2276.mrg|78|44,"Mr. LeBaron , who manages $ 10 billion , says , `` We turned [ the trading system ] on , and it did whatever it was programmed to do . ''",system,sg,NN,[u'instrumentality.n.03'],,VP,[],['NN'],False,[],"['on', ',']",['trading'],"['We', u'turn']",A,THE
9448,data/parsed/22/wsj_2278.mrg|11|67,"Wallach , an associate of ex-Attorney General Meese , was found guilty in August of taking $ 425,000 in illegal payoffs from [ the now-defunct defense contractor . ]",contractor,sg,NN,[u'builder.n.03'],,PP,['.'],"['JJ', 'NN']",False,['.'],[],"['now-defunct', 'defense']","[u'payoff', 'from']",A,THE
9458,data/parsed/22/wsj_2278.mrg|12|85,"NASA resumed the countdown for today 's launch of the space shuttle Atlantis , and a federal appeals court in Washington dismissed a lawsuit by anti-nuclear groups to delay [ the flight ] because the plutonium-powered Galileo space probe was aboard .",flight,sg,NN,[u'formation.n.01'],,VP,[],[],True,[],['because'],[],"['to', 'delay']",A,THE
9483,data/parsed/22/wsj_2278.mrg|17|51,Delegates from 91 nations endorsed a ban on world ivory trade in an attempt to rescue [ the endangered elephant ] from extinction .,elephant,sg,NN,"[u'pachyderm.n.01', u'proboscidean.n.01']",,VP,[],['VBN'],False,[],"['from', 'extinction']",[u'endanger'],"['to', 'rescue']",A,THE
9491,data/parsed/22/wsj_2278.mrg|19|25,Mubarak held reconciliation talks with Gadhafi at [ the Egyptian resort ] of Mersa Metruh .,resort,sg,NN,[u'hotel.n.01'],,NP,[],['JJ'],False,[],"['of', 'Mersa']",['Egyptian'],"['Gadhafi', 'at']",A,THE
9514,data/parsed/22/wsj_2278.mrg|24|16,Such family reunions would be [ the second ] since 1945 .,second,,JJ,[u'time_unit.n.01'],,VP,[],[],False,[],"['since', '<number>']",[],"['would', 'be']",A,THE
9685,data/parsed/22/wsj_2280.mrg|9|29,"But he kept Fruit of the Loom Inc. , [ the underwear maker ] that he still controls and serves as chairman and chief executive .",maker,sg,NN,[u'creator.n.02'],,NP,[],['NN'],False,[],"['that', 'he']",['underwear'],"['Inc.', ',']",A,THE
9728,data/parsed/22/wsj_2281.mrg|1|85,Britain 's Blue Arrow PLC intends to change its name to Manpower PLC and write off a chunk of the nearly $ 1.2 billion in good will realized in [ the takeover ] of U.S.-based Manpower Inc .,takeover,sg,NN,[u'group_action.n.01'],,NP,[],[],False,[],"['of', 'U.S.-based']",[],"[u'realize', 'in']",A,THE
9872,data/parsed/22/wsj_2281.mrg|22|17,"That move , along with [ the return ] to the Manpower name , could bolster the company 's prospects during possibly difficult times for temporary help .",return,sg,NN,[u'legal_document.n.01'],,NP,[],[],False,[],['to'],[],"['along', 'with']",A,THE
9900,data/parsed/22/wsj_2282.mrg|1|14,"Richard G. Sim , [ the man ] credited with transforming Applied Power Inc. from an underachiever into a feisty player in the global market for hydraulic tools , hopes to guide a similar turnaround at the company 's latest acquisition , Barry Wright Corp .",man,sg,NN,"[u'adult.n.01', u'male.n.02']",,NP,[],[],False,[],"[u'credit', 'with']",[],"['Sim', ',']",A,THE
9910,data/parsed/22/wsj_2282.mrg|2|3,[ The 45-year-old former General Electric Co. executive ] figures it will be easier this time .,executive,sg,NN,[u'administrator.n.01'],,S,[],"['JJ', 'JJ', 'NNP', 'NNP', 'NNP']",False,[],"[u'figure', 'it']","['45-year-old', 'former', 'General', 'Electric', 'Co.']",[],A,THE
10005,data/parsed/22/wsj_2282.mrg|18|19,Mr. Sim is confident that [ the drive ] to dominate certain niche markets will work at Barry Wright as it has at Applied .,drive,sg,NN,[u'propulsion.n.02'],,NP,[],[],False,[],"['to', 'dominate']",[],"['confident', 'that']",A,THE
10017,data/parsed/22/wsj_2282.mrg|20|14,Mr. Sim considers [ the new unit 's ] operations `` fundamentally sound '' and adds that Barry Wright has been fairly successful in moving into markets that have n't interested larger competitors .,unit,sg,NN,[u'definite_quantity.n.01'],,NPB,['POS'],['JJ'],False,"[""'s""]","[u'operation', '``']",['new'],"['Sim', u'consider']",A,THE
